Date,DTB3
11/30/2022,4.27
12/1/2022,4.22
12/2/2022,4.22
12/5/2022,4.27
12/6/2022,4.27
12/7/2022,4.2
12/8/2022,4.17
12/9/2022,4.19
12/12/2022,4.29
12/13/2022,4.26
12/14/2022,4.23
12/15/2022,4.22
12/16/2022,4.2
12/19/2022,4.28
12/20/2022,4.25
12/21/2022,4.22
12/22/2022,4.24
12/23/2022,4.23
12/26/2022,.
12/27/2022,4.35
12/28/2022,4.35
12/29/2022,4.34
12/30/2022,4.3
1/2/2023,.
1/3/2023,4.4
1/4/2023,4.41
1/5/2023,4.51
1/6/2023,4.51
1/9/2023,4.55
1/10/2023,4.57
1/11/2023,4.57
1/12/2023,4.5
1/13/2023,4.51
1/16/2023,.
1/17/2023,4.56
1/18/2023,4.54
1/19/2023,4.55
1/20/2023,4.57
1/23/2023,4.58
1/24/2023,4.57
1/25/2023,4.56
1/26/2023,4.55
1/27/2023,4.57
1/30/2023,4.59
1/31/2023,4.58
2/1/2023,4.54
2/2/2023,4.53
2/3/2023,4.57
2/6/2023,4.59
2/7/2023,4.59
2/8/2023,4.59
2/9/2023,4.64
2/10/2023,4.66
2/13/2023,4.68
2/14/2023,4.67
2/15/2023,4.66
2/16/2023,4.7
2/17/2023,4.7
2/20/2023,.
2/21/2023,4.72
2/22/2023,4.71
2/23/2023,4.71
2/24/2023,4.72
2/27/2023,4.74
2/28/2023,4.72
3/1/2023,4.73
3/2/2023,4.74
3/3/2023,4.74
3/6/2023,4.76
3/7/2023,4.87
3/8/2023,4.89
3/9/2023,4.87
3/10/2023,4.83
3/13/2023,4.7
3/14/2023,4.71
3/15/2023,4.59
3/16/2023,4.57
3/17/2023,4.36
3/20/2023,4.65
3/21/2023,4.62
3/22/2023,4.63
3/23/2023,4.57
3/24/2023,4.57
3/27/2023,4.75
3/28/2023,4.64
3/29/2023,4.64
3/30/2023,4.8
3/31/2023,4.68
4/3/2023,4.77
4/4/2023,4.74
4/5/2023,4.72
4/6/2023,4.77
4/7/2023,4.81
4/10/2023,4.94
4/11/2023,4.89
4/12/2023,4.87
4/13/2023,4.95
4/14/2023,4.98
4/17/2023,5.06
4/18/2023,5.04
4/19/2023,5.01
4/20/2023,4.97
4/21/2023,4.98
4/24/2023,5.04
4/25/2023,4.97
4/26/2023,5
4/27/2023,5.03
4/28/2023,4.95
5/1/2023,5.1
5/2/2023,5.08
5/3/2023,5.09
5/4/2023,5.1
5/5/2023,5.1
5/8/2023,5.15
5/9/2023,5.13
5/10/2023,5.08
5/11/2023,5.04
5/12/2023,5.08
5/15/2023,5.06
5/16/2023,5.07
5/17/2023,5.1
5/18/2023,5.14
5/19/2023,5.12
5/22/2023,5.24
5/23/2023,5.18
5/24/2023,5.21
5/25/2023,5.21
5/26/2023,5.16
5/29/2023,.
5/30/2023,5.28
5/31/2023,5.26
6/1/2023,5.24
6/2/2023,5.23
6/5/2023,5.2
6/6/2023,5.18
6/7/2023,5.16
6/8/2023,5.12
6/9/2023,5.11
6/12/2023,5.14
6/13/2023,5.11
6/14/2023,5.1
6/15/2023,5.07
6/16/2023,5.09
6/19/2023,.
6/20/2023,5.14
6/21/2023,5.15
6/22/2023,5.15
6/23/2023,5.15
6/26/2023,5.24
6/27/2023,5.19
6/28/2023,5.18
6/29/2023,5.2
6/30/2023,5.17
7/3/2023,5.21
7/4/2023,.
7/5/2023,5.21
7/6/2023,5.23
7/7/2023,5.22
7/10/2023,5.25
7/11/2023,5.25
7/12/2023,5.24
7/13/2023,5.24
7/14/2023,5.25
7/17/2023,5.26
7/18/2023,5.25
7/19/2023,5.26
7/20/2023,5.26
7/21/2023,5.27
7/24/2023,5.28
7/25/2023,5.28
7/26/2023,5.28
7/27/2023,5.28
7/28/2023,5.28
7/31/2023,5.28
8/1/2023,5.27
8/2/2023,5.27
8/3/2023,5.27
8/4/2023,5.28
8/7/2023,5.29
8/8/2023,5.3
8/9/2023,5.28
8/10/2023,5.28
8/11/2023,5.28
8/14/2023,5.29
8/15/2023,5.29
8/16/2023,5.29
8/17/2023,5.29
8/18/2023,5.28
8/21/2023,5.3
8/22/2023,5.3
8/23/2023,5.3
8/24/2023,5.31
8/25/2023,5.34
8/28/2023,5.34
8/29/2023,5.33
8/30/2023,5.32
8/31/2023,5.32
9/1/2023,5.3
9/4/2023,.
9/5/2023,5.32
9/6/2023,5.31
9/7/2023,5.3
9/8/2023,5.31
9/11/2023,5.32
9/12/2023,5.32
9/13/2023,5.31
9/14/2023,5.31
9/15/2023,5.32
9/18/2023,5.31
9/19/2023,5.31
9/20/2023,5.33
9/21/2023,5.33
9/22/2023,5.32
9/25/2023,5.35
9/26/2023,5.34
9/27/2023,5.34
9/28/2023,5.32
9/29/2023,5.32
10/2/2023,5.35
10/3/2023,5.35
10/4/2023,5.34
10/5/2023,5.34
10/6/2023,5.36
10/9/2023,.
10/10/2023,5.34
10/11/2023,5.34
10/12/2023,5.35
10/13/2023,5.35
10/16/2023,5.34
10/17/2023,5.35
10/18/2023,5.34
10/19/2023,5.33
10/20/2023,5.31
10/23/2023,5.32
10/24/2023,5.31
10/25/2023,5.32
10/26/2023,5.32
10/27/2023,5.32
10/30/2023,5.33
10/31/2023,5.33
11/1/2023,5.31
11/2/2023,5.28
11/3/2023,5.27
11/6/2023,5.29
11/7/2023,5.28
11/8/2023,5.28
11/9/2023,5.27
11/10/2023,5.26
11/13/2023,5.28
11/14/2023,5.26
11/15/2023,5.26
11/16/2023,5.25
11/17/2023,5.25
11/20/2023,5.27
11/21/2023,5.26
11/22/2023,5.27
11/23/2023,.
11/24/2023,5.28
11/27/2023,5.28
11/28/2023,5.27
11/29/2023,5.25
11/30/2023,5.25
12/1/2023,5.23
12/4/2023,5.26
12/5/2023,5.25
12/6/2023,5.25
12/7/2023,5.24
12/8/2023,5.24
12/11/2023,5.26
12/12/2023,5.26
12/13/2023,5.24
12/14/2023,5.23
12/15/2023,5.24
12/18/2023,5.26
12/19/2023,5.23
12/20/2023,5.24
12/21/2023,5.22
12/22/2023,5.24
12/25/2023,.
12/26/2023,5.25
12/27/2023,5.24
12/28/2023,5.25
12/29/2023,5.2
1/1/2024,.
1/2/2024,5.22
1/3/2024,5.24
1/4/2024,5.24
1/5/2024,5.24
1/8/2024,5.25
1/9/2024,5.24
1/10/2024,5.23
1/11/2024,5.23
1/12/2024,5.22
1/15/2024,.
1/16/2024,5.22
1/17/2024,5.24
1/18/2024,5.22
1/19/2024,5.22
1/22/2024,5.22
1/23/2024,5.21
1/24/2024,5.21
1/25/2024,5.21
1/26/2024,5.21
1/29/2024,5.22
1/30/2024,5.21
1/31/2024,5.22
2/1/2024,5.22
2/2/2024,5.23
2/5/2024,5.22
2/6/2024,5.23
2/7/2024,5.23
2/8/2024,5.23
2/9/2024,5.24
2/12/2024,5.23
2/13/2024,5.25
2/14/2024,5.23
2/15/2024,5.23
2/16/2024,5.24
2/19/2024,.
2/20/2024,5.24
2/21/2024,5.24
2/22/2024,5.25
2/23/2024,5.26
2/26/2024,5.26
2/27/2024,5.25
2/28/2024,5.24
2/29/2024,5.25
3/1/2024,5.23
3/4/2024,5.24
3/5/2024,5.23
3/6/2024,5.24
3/7/2024,5.24
3/8/2024,5.24
3/11/2024,5.24
3/12/2024,5.25
3/13/2024,5.25
3/14/2024,5.25
3/15/2024,5.25
3/18/2024,5.25
3/19/2024,5.24
3/20/2024,5.24
3/21/2024,5.25
3/22/2024,5.24
3/25/2024,5.23
3/26/2024,5.22
3/27/2024,5.22
3/28/2024,5.23
3/29/2024,.
4/1/2024,5.23
4/2/2024,5.22
4/3/2024,5.22
4/4/2024,5.21
4/5/2024,5.23
